price,first_name,last_name,above_100
258.1809089,William,Garcia,True
141.890534,Barbara,Freeman,True
293.373272,Rebecca,Zimmerman,True
249.9479246,Patricia,Velasquez,True
272.908659,Ronnie,Clark,True
65.74326968,Timothy,Rose,False
64.54997394,Joshua,Ramirez,False
111.0171384,Joseph,Dawson,True
87.31797988,Robert,Rios,False
277.2511543,Karen,Mitchell,True
7.259436115,Patrick,Greene,False
295.3146887,Matthew,Nelson,True
70.04282129,Melissa,Smith,False
78.26892103,Amy,Johnson,False
208.6777041,Edgar,Ellis,True
104.8094951,Olivia,Rivera,True
40.20849552,Kelly,Leblanc MD,False
17.90633335,Jennifer,Anderson,False
125.0672217,Tammy,Clark,True
21.63604687,Jennifer,Marquez,False
36.24541189,Cory,Silva,False
264.9268902,Mackenzie,Moon,True
126.3049676,Larry,Wade,True
37.50406255,Diana,Shaffer,False
168.1895294,Stephen,Smith,True
265.1085587,Kendra,White,True
280.3953974,Lindsey,Williamson,True
106.0997985,Wanda,Hale,True
10.64366962,Jillian,Davies DDS,False
119.0382607,Douglas,Thomas,True
153.0526538,Jennifer,Davis,True
44.38614111,George,Holmes,False
105.4378241,Marissa,Webster,True
80.47552199,Anna,Boyle,False
174.6815735,Paul,Gillespie,True
132.780344,Autumn,Johnston,True
118.0225331,Tracey,Norton DDS,True
128.6739798,Amy,Flynn,True
72.58977535,Melissa,Davis,False
78.43990466,Vincent,Mitchell,False
144.6915752,Gregory,Martin,True
117.3205633,Robert,Coffey Jr.,True
101.4845534,Melissa,Montgomery,True
296.536062,Krystal,Cunningham,True
163.4878508,Scott,Lee,True
28.59025756,James,Murray,False
3.582742282,Hunter,Stokes,False
33.90382995,Jasmine,Austin,False
51.78034157,Grant,Summers,False
271.6023676,Sarah,Spencer DDS,True
192.617676,Brianna,Lewis,True
145.6455553,Mrs.,Rhonda Martin DVM,True
161.3584294,Dennis,Lawrence Jr.,True
245.4400987,Michael,Stewart,True
22.90555849,William,Wilkins,False
142.590737,Rebecca,Jimenez,True
15.10135967,Kathleen,Roman,False
22.53181535,Billy,Smith,False
101.913846,Nicole,James,True
12.7990102,Allison,Holt,False
19.17461281,Amanda,Johnson,False
171.890946,Michael,Spencer,True
30.05366744,Brandi,King,False
23.47063099,Alexander,King,False
207.6385148,Nicole,Sampson,True
22.05563858,Savannah,Bell,False
103.7031099,Jessica,Harris MD,True
266.215602,Lauren,Gallagher,True
93.27791862,Jack,Townsend,False
228.9953328,Jamie,Nguyen,True
266.323001,Ann,Price,True
224.0452951,Michael,Rodriguez,True
219.8337855,Heather,Davidson,True
146.6406753,Marie,Green,True
147.3422789,Lori,Tapia,True
127.2410425,Kayla,Alvarado,True
200.3652912,Susan,Crosby,True
163.8731027,Nathan,Harris,True
4.582288435,Michael,Daniel,False
53.14943439,Ashley,Jones,False
91.35592502,John,Wright,False
294.2154133,Melissa,Jordan,True
232.6768105,Carrie,Jackson,True
183.1702424,Rebecca,Anderson,True
105.1162169,Paul,Powell,True
81.03527984,Shawn,Baxter,False
141.0101793,Sarah,Wright,True
235.624084,Kimberly,Romero,True
186.5044837,Matthew,Washington,True
148.2501795,Kirk,Hayden,True
41.56298339,Traci,Kelley,False
129.6921072,Isabella,Chen,True
292.8461055,Melanie,Salazar,True
76.43122945,Stephanie,Lewis,False
249.1556558,Christopher,Hensley,True
242.9859001,Terry,Vincent,True
95.92027624,Jason,Alvarado,False
257.2373034,Michelle,Evans,True
87.11980487,Dennis,Benitez,False
181.4054634,Troy,Garcia,True
113.2109822,Albert,Davila,True
42.88132073,Candice,Rivera,False
244.0779245,Cole,Edwards,True
31.63041433,Danielle,Johnson,False
146.3464935,Justin,Ramirez,True
205.7783782,Elizabeth,Griffith,True
260.3474682,Kristin,Clay,True
65.20753493,Joseph,White,False
59.40240228,Marissa,Holmes,False
91.62237167,Michelle,Hamilton,False
126.025264,Christopher,Alvarez,True
136.7126938,Craig,Hogan,True
281.1608076,Melissa,Castillo,True
10.21292614,Maria,Williams,False
20.58084145,Vanessa,Thomas,False
53.39582051,Gary,Obrien,False
252.2818438,Melissa,Holt,True
176.52775,Eric,Valenzuela,True
4.902725495,Anthony,Hardy,False
49.41029242,Mrs.,Karen Johnson,False
249.7511997,Richard,Hunt,True
1.710967532,Karen,Robertson,False
56.93252133,Adam,Jones,False
14.71921636,Jonathan,Fuller,False
151.4305855,Jason,Harris,True
179.8454001,Danielle,Hill,True
224.5526336,Seth,Freeman,True
97.09676869,Joseph,Davis,False
209.9855308,Sonya,Reyes,True
243.1786308,Michael,Castro,True
101.4620676,Jonathan,Collins,True
279.9732949,Eric,Hayes,True
77.4205876,Eric,Moore,False
270.8232516,Veronica,Estes,True
133.1135532,Timothy,Aguilar,True
138.2042127,Taylor,Hunt,True
128.9532357,Michael,Clarke,True
275.7612746,Cheryl,Morse,True
184.058919,Jose,Page,True
265.3917788,Matthew,Kramer,True
185.2134145,Regina,Barrera,True
53.76304189,Dr.,Sean George,False
180.9265991,Cody,Hernandez,True
175.2181525,Hunter,Smith,True
256.3026305,Andrea,Burke,True
290.1129725,Elizabeth,Patterson,True
158.1182472,Austin,Rhodes,True
224.1265422,Maurice,Thompson,True
86.96423972,Richard,Martinez,False
42.67025555,Brian,Hernandez,False
149.8952175,Samantha,Shields,True
282.0494042,Joseph,Walker,True
215.0596081,Tracy,Hernandez,True
41.51250582,Vicki,Fox,False
277.9062585,Louis,Campos,True
208.0660064,Justin,Scott,True
289.9564106,Megan,Vaughn,True
15.21373926,Mary,Hughes,False
58.24742383,Anita,Fleming,False
273.6593194,Alyssa,Melendez,True
253.4093833,Joshua,Foster DDS,True
203.9611381,Lisa,Smith,True
265.446304,Kathy,Lee,True
233.6891667,Bethany,Park,True
239.8213879,Joshua,Butler,True
204.5385362,Danielle,Potter,True
152.7840745,Kenneth,Robinson,True
111.0479315,Eric,Pineda,True
68.90463624,James,Dorsey,False
129.6049475,Michael,Miller,True
45.94938674,Danielle,Martinez,False
212.2982372,Gary,Young,True
275.7158848,Lisa,Decker,True
232.8220215,Kayla,Randolph,True
124.4664752,Peggy,Thompson,True
170.205336,Alex,Cooper,True
229.6136723,Joanne,Wilson,True
141.7128665,Maria,Adams,True
276.5816247,Julie,Horton,True
210.5061915,Jeffrey,Galvan,True
268.63027,Christopher,Johnson,True
59.59468056,Jennifer,Arias,False
84.95454821,Jocelyn,Bell,False
133.4007225,Eric,Brown,True
29.21576875,Devon,Wright,False
158.9838923,Rodney,Robles,True
271.4672561,Kara,Austin,True
203.7433126,Jeffrey,Tanner,True
153.1987664,Shaun,Nunez,True
143.271503,Daniel,Mccall,True
233.2015374,Frank,Owen,True
128.7923576,Beth,Johnson,True
190.9113668,Joshua,Clark,True
52.3166247,Gary,Jones,False
115.9584052,Nancy,Brown,True
18.68239346,Megan,Roach,False
221.1269463,Lucas,Ross,True
29.95199198,Jerry,Tucker,False
76.08225475,Timothy,Robles,False
78.12233209,Christopher,Goodwin,False
22.8431316,Philip,Wilson,False
295.0481315,Carrie,Davis,True
229.951577,Michael,Daniel,True
236.1493796,Bryan,Valenzuela,True
79.14737521,Mrs.,Robin Garner,False
284.7302014,Angel,Thompson,True
216.0131402,Christopher,Morgan,True
163.1107737,Brittany,Walker,True
110.9021852,Shelby,Mann,True
44.01734436,Jodi,Wells,False
92.36081224,Terri,Gibson,False
105.2534499,Vanessa,Hernandez,True
114.1452708,Maria,Russell,True
126.6504703,Stacy,Moses,True
288.471694,Amanda,Schneider,True
182.0171244,Catherine,Lopez,True
12.31889758,Amanda,White,False
128.1490023,Karina,Spencer,True
139.7675022,Deborah,Warren,True
168.6031566,Erica,Dixon,True
140.7466665,Barbara,Gray,True
264.5411986,Deanna,Watson,True
136.7864833,Michael,Cox,True
92.16016851,Amy,Myers,False
170.4134515,Patrick,Hunter,True
212.4152504,Marvin,Murphy,True
223.7037682,Janice,Graves,True
171.9383085,Brooke,Pierce,True
280.2602417,Adam,Wells,True
283.4268495,Amanda,Atkins,True
132.504823,Gary,Ruiz,True
72.91326395,Tina,Wallace,False
16.79606077,Casey,Oconnell,False
281.3890295,Nancy,Mendoza,True
34.19827441,Luis,Nguyen,False
111.5016422,William,Graves,True
269.2286668,Sean,Brennan,True
53.50349547,Matthew,Sellers,False
199.459603,Dorothy,Bradley,True
252.2914062,Haley,Flores,True
32.70467677,Melissa,Johnson,False
199.8864146,Samuel,Tran,True
49.03325819,Amanda,Patterson,False
183.3743011,Albert,Roach,True
36.83993962,Jamie,Huffman,False
265.6302103,James,Hamilton,True
18.06044758,Joseph,Bird,False
141.4141417,Sarah,Contreras,True
65.77031576,Joshua,House,False
255.2535664,Tamara,Molina,True
240.0443014,Max,Maxwell,True
269.6365982,Jason,Daniels,True
250.0974184,Jordan,Coleman,True
33.93281405,Jasmine,Jones,False
231.8803086,Jessica,Garcia,True
138.812708,Aaron,George,True
41.35053236,Chelsey,Anderson,False
146.2313884,Rebecca,Perez,True
75.06433497,Duane,Thompson,False
138.0563371,Curtis,Clayton,True
221.5737986,George,Gonzalez,True
94.18806784,Casey,Ford,False
61.24599434,Margaret,Johnston,False
238.8775355,Eric,Mcclure,True
4.820334075,Nathan,Taylor,False
222.3600766,Kayla,Parker,True
206.9493221,Doris,Obrien,True
34.74615015,Brooke,Taylor,False
266.1885038,Kathryn,Garrett,True
205.1406652,John,Cruz,True
98.5941474,Christina,Cannon,False
269.3323662,Susan,Lewis,True
193.7780783,Pamela,Sanchez,True
200.3904296,Ms.,Stacey Wiley DDS,True
201.4509484,Melissa,Johnson DDS,True
38.0476094,Lori,Morris,False
225.1621402,Daniel,Soto,True
92.08925112,Karl,Davis,False
122.8564118,Lisa,Graves,True
178.344085,Eric,Ray,True
229.2470277,Mark,Garcia,True
275.3024614,Allison,Alvarez,True
44.81715456,Rachel,Williams,False
47.44468727,Linda,Mitchell,False
158.7084813,David,Shelton,True
121.744973,Vanessa,Long,True
176.9310069,Misty,Martin,True
132.8910493,Daniel,Gregory,True
253.9716803,Mitchell,Jones,True
246.036131,Dawn,Scott,True
287.4666523,Emily,Horn,True
14.61491995,Catherine,George,False
218.0977601,Hunter,Carlson,True
275.4145594,Thomas,Baldwin,True
91.87350268,Amy,Sellers,False
241.5859155,Alicia,Clark,True
158.863849,Sara,Lewis,True
77.89293291,Ashley,Lopez,False
161.9498178,Terry,Alvarado,True
83.13645641,Danielle,Sandoval,False
214.8029616,Jesse,Jones,True
133.2037916,Lisa,Hess,True
284.4863867,Christina,Mason,True
32.08889594,Mary,Bell,False
1.10921244,Martin,Ramirez,False
161.8260635,Stacy,Smith,True
113.1454481,Carla,Rodriguez,True
134.002236,Johnny,Stout,True
256.0154481,Mrs.,Jennifer Rodriguez,True
196.6754605,Michelle,Thompson,True
148.9559785,Lisa,Lyons,True
262.2090763,Michael,Coleman,True
99.95620763,Lindsey,Williams,False
186.1046153,Karen,Hoffman,True
189.5577104,Jenny,Jones,True
282.995761,Steven,Knight,True
116.8742571,Michael,Franklin,True
235.5549236,Mason,Ross DDS,True
151.5220714,Terry,Levine,True
36.59268024,Catherine,Fletcher,False
196.9406069,Deanna,Jones,True
22.42047146,Christopher,Mitchell,False
191.4434257,John,Owens,True
287.1991494,Stephanie,Davis,True
264.9354841,Joseph,Ford,True
141.2492947,Matthew,Russell,True
75.90363417,Danielle,Burke,False
220.9939809,Stephanie,Cunningham,True
263.6358197,Brian,Proctor,True
291.5713603,Michael,Swanson,True
49.26348169,Daniel,Santos,False
203.4855796,April,Hoffman,True
249.666722,Stephanie,Thomas,True
183.3322335,Brianna,Garcia,True
125.2597844,Shannon,Berger,True
238.1656066,Mrs.,Kathleen Mays,True
150.4001203,Michelle,Park,True
20.08924577,Laura,Reynolds,False
218.399504,Ashley,Kaiser,True
46.55328685,Reginald,Owens,False
84.09316114,Michael,Conway,False
5.713231688,Sheila,Pham,False
70.21735457,Christie,Smith,False
27.65684629,Allison,Carroll,False
187.3279401,Donna,Perez,True
299.4492042,Sierra,Richmond,True
173.0025685,Steven,Wallace,True
106.6102612,Jeremy,Thompson,True
142.7564741,Jennifer,Mccormick,True
27.56450393,Eric,Garcia,False
248.9927372,Matthew,Beasley,True
249.4550365,Jason,Robinson,True
285.9638855,Vicki,Espinoza,True
182.0351514,Steven,Snyder,True
70.72106315,Michelle,Randolph,False
10.01541777,Michelle,Francis,False
293.7505039,Steven,Baker,True
36.97003142,Zachary,Johnson,False
174.3901749,Marc,Velasquez,True
50.11746076,John,Carr,False
243.873678,Kimberly,Castillo,True
286.8001088,Jay,Lopez,True
81.85722081,Amanda,Bridges,False
60.96199005,Jessica,Swanson,False
77.84428182,Jose,Gonzalez,False
67.20289619,Teresa,Wright DVM,False
185.8465011,Michael,Gutierrez,True
251.8797929,Hannah,Marshall,True
290.3767318,Janice,Davis,True
254.2161442,Jessica,Crawford,True
293.1768543,Brian,Bean,True
217.694778,Edward,Perez,True
49.28081579,Adam,Miller,False
140.9945255,Veronica,Gray,True
238.5612942,Linda,Turner,True
69.38949206,Debra,Roberts,False
77.05304682,David,Sampson,False
138.6132102,Sarah,Cochran,True
151.2011694,Regina,Holland,True
27.08442817,Mario,Ortiz,False
164.6440389,Maria,Gonzalez,True
163.1980752,Albert,Perez,True
87.96439172,Daisy,Mccarthy,False
75.54719134,Anna,Leonard,False
188.3490593,Catherine,Mosley,True
82.64651651,April,Miranda,False
288.9294858,Michael,Walker,True
255.3722151,Abigail,Lam,True
92.78682106,Alan,Graham,False
77.85479921,Jennifer,Diaz,False
186.3926468,Sean,Rogers,True
200.012596,Anthony,Jackson,True
117.9694277,William,Taylor,True
200.9108703,Richard,Robinson,True
219.4003858,Nicholas,Barnes,True
233.7352503,Brittany,Austin,True
96.69826813,Robin,Schmidt,False
226.0007767,Kendra,Monroe,True
23.79829866,Nancy,Grant,False
155.9845125,Nicole,Grant,True
52.85276041,Courtney,Thompson,False
291.525558,Jeanette,Washington,True
224.8736142,James,Yates,True
115.9751733,Justin,Knox MD,True
200.8616238,Melissa,Thompson,True
140.357855,Steven,Lee,True
231.493857,Allison,Fisher,True
197.2517291,Mark,Phillips,True
151.5804694,Elijah,Harrison,True
9.419976358,Paul,Farley,False
47.39545601,Jennifer,Cole,False
146.7478801,Michael,Tucker,True
276.1640965,David,Steele,True
203.3130423,Monica,Hodges,True
23.24585982,Scott,Wallace,False
93.39602908,Antonio,Paul DDS,False
68.62696415,Melissa,Wright,False
27.22765203,Stephanie,Price,False
233.4665428,Denise,Kennedy,True
177.8587959,Melissa,Walsh,True
156.2011959,Leslie,Spence,True
144.4395327,Dr.,Rachel Walker,True
13.06347134,Donald,Horn,False
94.08806986,Christopher,Rojas,False
216.6530778,Robert,Crawford,True
174.1807324,Larry,Brown,True
245.854615,Becky,Swanson,True
25.93975342,Gary,Howard,False
111.8467919,Christopher,Marks,True
136.6295853,Bonnie,Alexander,True
77.20691708,Brandon,Stevens,False
99.72772588,Lori,Guerra,False
243.9872024,Michele,Alvarado,True
8.809339101,Christine,Lee,False
159.7067216,Jamie,Fry,True
102.943584,Christopher,Perez,True
194.2873257,Matthew,Carter,True
78.76406316,Jason,Hunter,False
186.9624462,Tyler,Henry,True
17.69659156,Tiffany,Harris,False
39.12254966,Matthew,Young MD,False
152.9624792,Juan,Brewer,True
44.1758436,Mark,Riggs,False
273.5307309,Brittany,Stewart,True
271.779368,Terry,Davis,True
157.5131207,Jessica,Oneill,True
55.25093947,Kimberly,Ortiz,False
248.8666069,Zoe,Walls,True
155.8794176,Sara,Wallace,True
291.5121227,Nicole,Jenkins,True
85.87572125,Austin,Kelly,False
169.1586193,Sarah,Knox,True
115.3401313,Alison,Carroll,True
163.3260388,Robert,Buchanan,True
178.7969799,Penny,Wilson,True
77.95375736,Leslie,Perez,False
149.1772445,Brittney,Marquez,True
265.9158101,Andrew,Bird,True
12.57040265,Maria,Hughes,False
31.850547,Clayton,Williams,False
92.02540242,Mary,Pittman,False
81.96609867,James,Garner,False
117.0928987,Randy,Middleton,True
83.35923458,Alexis,Gardner,False
145.0603215,Laurie,Garner,True
111.9976845,Danny,Bush,True
291.0800293,Joseph,Smith,True
185.9187088,Edgar,Armstrong,True
97.8742131,Samantha,Scott,False
74.57492247,Troy,Coleman,False
130.9974595,Brian,Young,True
113.6574668,Timothy,Perez,True
110.8481766,Sierra,Nguyen,True
296.0078137,Cynthia,Murphy,True
269.4894015,Julie,Diaz,True
46.15639765,Andrew,Silva,False
287.0365933,Gary,Costa,True
127.1426355,Jasmine,Berg,True
85.60391824,Glenda,Brown,False
172.4624408,Jonathan,Boone,True
51.80996198,Cynthia,Jimenez,False
283.3294115,Cynthia,Morgan,True
14.24525264,Dwayne,Browning,False
150.9075783,Brittany,Lewis,True
139.6464165,Zachary,Johnson,True
48.84395071,Kayla,Wilson,False
245.0864465,Andrew,Doyle,True
12.79843948,Jennifer,Parks,False
176.735085,Daniel,Phelps MD,True
57.57356582,Lindsey,Quinn,False
34.96349578,Brian,Walker,False
104.0291615,Bradley,Curry,True
148.4924569,Roy,Cohen,True
148.4850266,David,Black,True
275.8513843,Julie,Gonzales,True
190.6605351,Paula,Williams,True
117.5715047,James,Clark,True
14.26584056,Christopher,Robinson,False
85.40738917,William,Carr,False
38.32006005,Todd,Dunlap,False
206.4438618,Kimberly,Morales,True
267.5034898,Jesse,Welch DDS,True
205.9617908,Laura,Leblanc,True
7.389760853,Susan,Parker,False
229.6976024,Laurie,Harris,True
86.76833663,Natalie,Lawrence,False
275.4377145,Kara,Hanson,True
135.4741342,Joseph,Walker,True
155.6667394,Gregory,Davis,True
192.4996457,Paul,Erickson,True
36.86205402,Preston,Holmes,False
40.94451902,Joy,Buck,False
279.4530254,Brian,Sherman,True
17.82461557,Brandon,Davis,False
63.2328385,Patricia,Hamilton,False
227.491116,Shawn,Garcia,True
48.99103482,William,Stone,False
294.7646142,Brian,Cunningham,True
113.8520429,Shawn,Norman,True
32.32820193,Evan,Ibarra,False
157.574472,Logan,Porter,True
216.9486908,Kerry,Gibson,True
232.117075,Christine,Parsons,True
204.1409177,Erica,Chung,True
29.58632408,Alan,Collins,False
60.37353075,John,Robinson,False
82.08256587,Monique,Santos,False
190.2387349,Nicole,Mason,True
238.7576833,Michael,Knight,True
18.29168554,John,Bishop,False
282.9931871,Christopher,Odom,True
149.8428493,Michael,Walker,True
187.5868027,Crystal,Wall,True
258.4106206,Christian,Ramirez,True
185.6410425,Kevin,Rowland,True
266.2706673,Candice,Mcintosh,True
282.0595113,Leslie,Hoffman,True
263.3739193,James,Johnson,True
183.9723914,Jennifer,Shepherd,True
187.4994162,Susan,Tucker,True
